id,title,slug,url,topic,difficulty,companies,tags,source,status,order_id,internal_difficulty,version,last_edited_at,last_edited_by,has_edits,is_published,prompt,hint,solution,answers,is_premium,is_solution_free
rAUHYYmXJC9V9CVBrtgs,Rabbit Hop II,rabbit-hop-ii,https://www.quantguide.io/questions/rabbit-hop-ii,probability,easy,Five Rings,Combinatorics,5r r2,published,2933087,2,2,2023-11-7 12:44:02 America/New_York,Gabe,False,True,"A rabbit starts at the floor in front of a staircase of $10$ stairs. The rabbit can hop up any amount of stairs at each move, but it must make an even amount of hops to get to the top. How many distinct paths are there from the floor to the top of the staircase (i.e. to the top of the $10$th stair)?","Can you match up paths to some subsets of $\{1,2,\dots,9\}$? What is the restriction?","Using the same idea as Rabbit Hop I, we are looking for subsets of $\{1,2,\dots,9\}$ that have odd size. This is because we have to select an odd amount of integers $1-9$ such that when we move to step $10$, the total number of moves is even. In other words, we need to find the number of odd-sized subsets of a set of size $9$. 

$$$$

We can match up odd and even subsets by matching a subset $A \subseteq \{1,2,\dots,9\}$ with odd cardinality to $A^c$, which would have even cardinality. This is since if $|A| = k$, where $k$ is odd, $9-k$ must be even, so we have a one-to-one matching of odd and even subsets, so there must be equal amounts of odd and even subsets. Thus, there are $\dfrac{1}{2} \cdot 2^9 = 256$ such paths.","[""256""]",True,False
LM5MNBCvxgCJXJqnHwhq,Primitive Preference,primitive-preference,https://www.quantguide.io/questions/primitive-preference,brainteasers,easy,IMC,,,published,2938261,1,1,2023-9-8 10:41:55 America/New_York,Gabe,False,True,"On Earth II, every couple prefers to have a baby boy over a baby girl. Assume that there is an equally likely chance of having a boy or girl, and that the genders of children are mutually independent. If each couple continues on having more children until they have a boy, in which they will stop having more children, what does the percentage of boys in this society approach over time?","The percentage of boys in this society is dependent on nature, not on couples' preferences.","The percentage of boys in this society is dependent on nature, not on couples' preferences. Every newborn child has an equal probability of being either a boy or a girl, regardless of the gender of any other children. Thus, the percentage of boys in this society approaches 50\%.","[""50"", ""0.5""]",False,False
Jc5bkMOE9RTMKwx50cKd,Statistical Test Review V,statistical-test-review-v,https://www.quantguide.io/questions/statistical-test-review-v,statistics,easy,,,Wackerly 10.31,published,2949540,1,,,,,True,"Rishab wants to use a Z test to test a hypothesis involving the population mean. Which of the following conditions must be met in order for Rishab to go through with the Z test? (1) Population variance must be known, (2) sample must be a random sample of the population, (3) distribution of sample mean must be approximately normal, (4) the sample size is at least 30. Please respond with the conditions concatenated in increasing order. For example, if 1 and 3 must be met, respond with 13. ",Think about the formula for the test statistic.,"The population variance must be known, though one could make an argument that it can be estimated accurately by the sample variance when $n \geq 30$. The sample must of course be a random sample of the population. The distribution of the sample mean must be approximately normal, which suggests $n \geq 30$ by the Central Limit Theorem. However, if it is given that the population distribution is normal, then it is not necessarily the case that $n \geq 30$ must be satisfied to proceed with the Z test. Therefore, our answer is $123$.","[""123""]",False,False
7E1jW14d6Rq5y8YP0zIo,Arbitrage Detective III,arbitrage-detective-iii,https://www.quantguide.io/questions/arbitrage-detective-iii,finance,medium,Goldman Sachs,,the brain,published,2950043,2,6,2023-11-7 12:42:43 America/New_York,Gabe,False,True,"There are 5 strikes available on the QG June $TSLA$ options chain (expiring in one month). There are also 5 more strikes available on the July $TSLA$ options chain, with the same strikes at $165$, $170$, $175$, $180$, and $185$. We will only consider the call side in this question.
$$$$
Suppose we are expecting some volatility in the coming earnings report, and our June call chain is priced at $\$21, \$17, \$14, \$12, \$10$ (increasing in strike price). We look out at the July chain and our prices are $\$20, \$17, \$14, \$13, \$11$.
$$$$
Is there an arbitrage opportunity? If so, enter the minimum amount you are guaranteed to make, if no opportunity exists, enter $-1$.
",Is our options chain mispriced? What does theta tell us about our options in respect to their time to expiration.,"Once again, we can exploit an improperly priced options chain. As our time to expiration increases, the cost of our option must also increase in turn. For the same underlying, at the same strike, our contract with the closer expiry will always be worth less than its same strike counterpart with a further expiration date.
$$$$
Using this knowledge, we can see that the $\$165$ dollar strike is mispriced. In order to capitalize, we simply need to sell the front month at $\$165$, giving us a credit of $\$21$, and then buy the back month at $\$20$. Giving us a net credit of $\$1$. Using this strategy, we lock in $\$1$ of profit per share. 
$$$$
This is then multiplied by $100$, giving us our final total of $\$100$.","[""100""]",True,False
vHh9KQE1kY9IG6pTAQEE,Lollipop Mix,lollipop-mix,https://www.quantguide.io/questions/lollipop-mix,probability,easy,,Combinatorics | Conditional Probability,MAO edited,published,2953922,2,,,,,True,How many distinguishable permutations of LOLLIPOP are there that start and end with the same letter?,"LOLLIPOP consists of $3$ L, $2$ O, $2$ P, and $1$ I. There are a total of $\dfrac{8!}{3!3!2!} = 560$ total distinguishable permutations of LOLLIPOP. Find the probability that a random permutation starts and ends with the same letter by conditional probability.","LOLLIPOP consists of $3$ L, $2$ O, $2$ P, and $1$ I. There are a total of $\dfrac{8!}{3!2!2!} = 1680$ total distinguishable permutations of LOLLIPOP. We find the probability that a random permutation starts and ends with the same letter. Let this event be $S$. 

$$$$

We condition on the first letter of our permutation. Namely, $\mathbb{P}[S] = \mathbb{P}[S \mid L]\mathbb{P}[L] + \mathbb{P}[S \mid O]\mathbb{P}[O] + \mathbb{P}[S \mid P]\mathbb{P}[P] + \mathbb{P}[S \mid I]\mathbb{P}[I]$. The last term is $0$, as if we start with $I$, we can't end with $I$, as there is only one $I$ total. The middle two terms are the same, as there are $2$ of each letter in LOLLIPOP. We do the calculations for just $O$. Namely, $\mathbb{P}[O] = \dfrac{2}{8}$, as each letter is equally likely to appear first. Then, given we start with $O$, the probability we end with $O$ is $\dfrac{1}{7}$, as only one of the $7$ remaining letters is $O$. Thus, each of the two middle terms is $\dfrac{1}{28}$

$$$$

Lastly, $\mathbb{P}[L] = \dfrac{3}{8}$ and $\mathbb{P}[S \mid L] = \dfrac{2}{7}$ by the same logic above. Thus, this first term is $\dfrac{3}{28}$. Adding these all up, $\mathbb{P}[S] = \dfrac{5}{28}$, so the total number of permutations that start and end with the same letter is $\dfrac{5}{28} \cdot 1680= 300$.","[""300""]",False,False
jMLqzKuSM8UnZQugZ4W8,4 and 5 Sum,4-and-5-sum,https://www.quantguide.io/questions/4-and-5-sum,brainteasers,easy,,,https://braineaser.com/brainteasers/7-quant-interview-questions-and-answers/,published,2954917,2,2,2023-9-16 17:54:13 America/New_York,Gabe,False,True,"How many positive integers at most $1000$ can be written as the sum of some amount of $4$s and/or $5$s? For example, $21 = 4 + 4 + 4 + 4 + 5$","Since $4$ and $5$ are relatively prime, in theory, it should be all of them, as we know that the Diophantine equation $4x + 5y = d$ has a solution $(x,y) \in \mathbb{Z} \times \mathbb{Z}$ if and only if $\text{gcd}(4,5) = 1 \mid d$.","Since $4$ and $5$ are relatively prime, in theory, it should be all of them, as we know that the Diophantine equation $4x + 5y = d$ has a solution $(x,y) \in \mathbb{Z} \times \mathbb{Z}$ if and only if $\text{gcd}(4,5) = 1 \mid d$. This is not required for this problem, as we can intuitively see that $4 \equiv -1 \hspace{3pt} \text{mod} \hspace{3pt} 5$, so some combination of $4$ and $5$ should yield each integer. All multiplies of $5$ can be formed by just writing it as a sum of some amount of $5$s. Then, we can swap out some of those $5$s for $4$s to get the values between. This only works if there are sufficiently many $5$s to swap out. This is a possibility when there are $< 5$ $5$s in our sum, so we know that every integer $\geq 16$ is possible to be written in this form. We can now manually determine the integers that can't be written in this form are $1,2,3,6,7,$ and $11$. Therefore, $6$ of $1000$ integers can't be written in this form, so $994$ can.","[""994""]",False,False
XKVRcnEyZFQxoJ5glioA,Strictly Better,strictly-better,https://www.quantguide.io/questions/strictly-better,probability,medium,,Conditional Probability | Discrete Random Variables,original,published,2960932,2,1,2023-9-9 21:29:51 America/New_York,Gabe,False,True,"Suppose Jimmy and Simon are selecting uniformly random numbers. Jimmy selects from the set $\{1,2,...,1000\}$ and Simon selects from $\{1,2,...,3000\}$. Compute the probability that Simon chooses a strictly larger number than Jimmy",You may find it useful to condition on Jimmy's number. How can you use the Law of Total Probability?,"Let $S$ be Simon's number and $J$ be Jimmy's number. By Law of Total Probability, we have that $\mathbb{P}[S > J] = \displaystyle \sum_{k=1}^{1000} \mathbb{P}[S > J \mid J = k]\mathbb{P}[J=k]$. We have that $\mathbb{P}[J=k] = \dfrac{1}{1000}$ for each $k$ since we choose the number completely at random. If $J = k$, then that means Simon must have a value in the set $\{k+1,\dots, 3000\}$, which contains $3000 - (k+1) + 1= 3000-k$ elements. Therefore, the probability Simon picks a value greater than Jimmy's $k$ is $1 - \dfrac{k}{3000}$. Therefore, we just need to evaluate $\displaystyle \sum_{k=1}^{1000} \dfrac{1}{1000}\left(1 - \dfrac{k}{3000}\right) = 1 - \dfrac{1}{1000 \cdot 3000} \cdot \dfrac{1000(1001)}{2} = 1 - \dfrac{1001}{6000} = \dfrac{4999}{6000}$.","[""4999/6000""]",False,False
aF52yKzAY713qyDsxHO6,Jellybean Jar I,jellybean-jar-i,https://www.quantguide.io/questions/jellybean-jar-i,probability,easy,Old Mission,Combinatorics | Events,OMC OA,published,2964229,1,,2023-8-25 23:44:30 America/New_York,Gabe,False,True,A pack contains $6$ red and $10$ blue jellybeans. A child wants to eat $4$ jellybeans and grabs into the pack to select $4$ jellybeans one-by-one uniformly at random without replacement. Find the probability that the first two jellybeans are red and the last two are blue.,"To get two red jellybeans at the start, the child has $6 \cdot 5 = 30$ options of red jellybean. How many options do they have for the blue jellybeans?","To get two red jellybeans at the start, the child has $6 \cdot 5 = 30$ options of red jellybean. Then, for the two blues, the child has $10 \cdot 9 = 90$ options. Thus, there are $2700$ ways for the child to obtain this sequence. The total number of ways to draw $4$ jellybeans without replacement is $16 \cdot 15 \cdot 14 \cdot 13$. Therefore, our probability is $\dfrac{2700}{16 \cdot 15 \cdot 14 \cdot 13} = \dfrac{45}{728}$.","[""45/728""]",False,False
a8UvPwZuwz5CPWL3oM0z,Playlist,playlist,https://www.quantguide.io/questions/playlist,probability,easy,,Events,original,published,2965532,1,,,,,True,"Drew is creating a playlist. There are 147 songs in the playlist, of which 4 are written by DaBaby and 6 are written by Rae Sremmurd. Drew randomly orders all of the songs in the playlist. Find the probability all of the Rae Sremmurd songs in the playlist come before the second DaBaby song.",The other songs besides those by DaBaby and Rae Sremmurd don't matter. Consider the arrangements of the 10 songs by those two.,"By exchangeability, we can just consider the first 10 songs in the playlist as being all Rae Sremmurd songs or DaBaby songs (since there are 6 Rae Sremmurd and 4 DaBaby). Consider 10 blanks. If all of the Rae Sremmurd songs come before the 2nd DaBaby song, the last 3 blanks must all be DaBaby songs. In the first 7 spots, there are $P(7,6) = \dfrac{7!}{1!} = 7!$ ways to permute the 6 DaBaby songs to the first $7$ blanks. In the remaining $4$ blanks, they must be DaBaby songs, so there are $4!$ ways to arrange the 4 DaBaby songs in the remaining blanks. There are $10!$ total ways to arrange the order of the songs, so our answer is $\dfrac{7!4!}{10!} = \dfrac{24}{10 \cdot 8 \cdot 9} = \dfrac{1}{30}$.","[""1/30""]",False,False
onUW7wBjxNpiiWdTybih,Missing 7,missing-7,https://www.quantguide.io/questions/missing-7,probability,medium,,Combinatorics | Conditional Probability,prob HW edited,published,2974274,2,1,2023-9-1 10:33:26 America/New_York,Gabe,False,True,"$$7$ people uniformly at random select a random integer from the set $\{1,2,\dots, 7\}$. Given that nobody selected $7$, find the probability that $7$ is the only value nobody selected.","To compute this probability, we need to find the number of assignments where $7$ is missing. Then, we need to find the number of assignments where $7$ is missing and nothing else is. To have the value $7$ be the only one missing, exactly $2$ people must pick one value and the other $5$ people must pick the other $5$ values. ","To compute this probability, we need to find the number of assignments where $7$ is missing. Then, we need to find the number of assignments where $7$ is missing and nothing else is. 

$$$$

The number of assignments where $7$ is missing is fairly easy. Namely, each of the $7$ people can select any integer in $\{1,\dots, 6\}$, so there are $6^7$ ways they can select numbers. From how we have set this up, we are assigning numbers to the people. Therefore, to compute the numerator, note that to have the value $7$ be the only one missing, exactly $2$ people must pick one value and the other $5$ people must pick the other $5$ values. 

$$$$

There are $\displaystyle \binom{7}{2}$ ways to pick the two people that select the same value. Then, there are $6$ ways to pick the value they both select. Lastly, there are $5!$ ways to permute the $5$ people to the other $5$ values. This means our total probability is $$\dfrac{\binom{7}{2} 6!}{6^7} = \dfrac{35}{648}$$","[""35/648""]",False,False
ERPRwgsSiPGtA93o6k1c,Random Particles,random-particles,https://www.quantguide.io/questions/random-particles,probability,hard,,Events | Continuous Random Variables,,published,2981914,3,,2023-8-26 13:31:22 America/New_York,Gabe,False,True,"$$1000$ infinitesimal particles, each of which travels at a constant rate of one meter per second, are randomly placed along a line of meter length. When two particles collide, both immediately change direction and continue traveling at a constant rate of one meter per second. How long will it take for all of the particles to fall off of the line on average?","Before a collision, two particles are going in opposite directions towards each other. After a collision, the two particles are still going in opposite directions, but now away from each other. Thus, you can imagine switching the labels of the two particles after the collision and its as if the collision never occurred.","One key feature to note is the collision property. Before a collision, two particles are going in opposite directions towards each other. After a collision, the two particles are still going in opposite directions, but now away from each other. Thus, you can imagine switching the labels of the two particles after the collision and its as if the collision never occurred. Furthermore, there is no difference with regards to which direction a particle moves in due to symmetry. A particle at the $x$-th meter will fall off of the line in $x$ seconds, on average. If it were traveling in the other direction, you can set $x$ to $1-x$. Hence, the problem is asking for the expected value of the maximum of 1000 independent and identically distributed random variables that are distributed uniformly between 0 and 1. The expected value of the minimum for a uniform distribution of $n$ samples on $[0,1]$ is $\frac{n}{n+1}$, or $\frac{1000}{1001}$ for this problem.","[""1000/1001""]",True,False
1LcGqQOtUicTUOwK8JqP,Shuffled Deck,shuffled-deck,https://www.quantguide.io/questions/shuffled-deck,brainteasers,hard,,Pure Math,andrews NT,published,2993296,3,1,2023-9-27 11:51:10 America/New_York,Gabe,False,True,"Suppose we have a standard deck of cards arranged in some order. We shuffle the cards by cutting the deck into two halves: Cards in positions $1-26$ and $27-52$. Then, we alternate cards from each half of the deck. Namely, the cards in positions $1-26$ are now in positions $2,4,\dots, 52$. and the cards in positions $27-52$ are now in positions $1,3,\dots, 51$. What is the minimum number of shuffles needed before the deck returns to it's original state?
","If a card starts in position $x$, after $1$ shuffle, the card will now be in position $y$, where $2x \equiv y \hspace{3pt} (\text{mod} \hspace{3pt} 53)$. Can $y$ ever be $0$? Iterate this logic.","If a card starts in position $x$, after $1$ shuffle, the card will now be in position $y$, where $2x \equiv y \hspace{3pt} (\text{mod} \hspace{3pt} 53)$. Note that we never obtain the value $0$ as a position, as $2$ and $53$ are relatively prime, so we can say that $1 \leq y \leq 52$. Therefore, after $n$ shuffles, the card in position $x$ at the beginning is now in position $w$, where $2^nx \equiv w \hspace{3pt} (\text{mod} \hspace{3pt} 53)$. By the same logic, $1 \leq w \leq 52$. Therefore, we need to find the smallest $n$ such that $2^nx \equiv x \hspace{3pt} (\text{mod} \hspace{3pt} 53)$.

$$$$

As $53$ is prime, we can invert $x$ on both sides and say that it is the smallest $n$ such that $2^n \equiv 1 \hspace{3pt} (\text{mod} \hspace{3pt} 53)$. By Fermat's Little Theorem, we know that $2^{52} \equiv 2 \hspace{3pt} (\text{mod} \hspace{3pt} 53)$, as $53$ is prime. Inverting a $2$ on both sides yields that $n = 52$ works as a solution. One can also verify this is the minimum number of shuffles needed by noting that in the group $(\mathbb{Z}/p\mathbb{Z},\cdot)$, where $p$ is a prime, the order of all non-identity elements is $p-1$. This is a theorem from Abstract Algebra.","[""52""]",False,False
8aY9QJeJMbO3ljunIbZe,Water(melon) Weight,watermelon-weight,https://www.quantguide.io/questions/watermelon-weight,brainteasers,easy,,,https://puzzles.nigelcoldwell.co.uk/fortyseven.htm,published,3002006,2,,2023-8-26 11:44:03 America/New_York,Gabe,False,True,"A 100-pound watermelon is $99\%$ water. After spending some time in the sun, it has only dried down to $98\%$ water. How much does the watermelon weigh now? ",There is $1$ pound of non-water in the watermelon. What proportion of the weight is this?,"There is $1$ pound of non-water in the watermelon. After drying, we know that this pound consists of $2\%$ of the total weight of the watermelon. Hence, the watermelon must weight 50 pounds. ","[""50""]",True,False
KKMwzKTIUf7a61DjJa6L,Dice Order I,dice-order-i,https://www.quantguide.io/questions/dice-order-i,probability,medium,Squarepoint Capital,Conditional Probability | Combinatorics,,published,3023241,2,3,2023-11-5 00:01:03 America/New_York,Gabe,False,True,You roll two fair dice. What is the probability that the highest value rolled is a four?,"A brute force approach is possible, but a more analytical approach will be prove to be more useful. In order for the maximum to be exactly four, the maximum must be less than or equal to four, but not less than or equal to three.","A brute force approach is possible, but a more analytical approach will be provided here. In order for the maximum to be exactly four, the maximum must be less than or equal to four, but not less than or equal to three. In order words:

$$P(\textrm{max} = 4) = P(\textrm{max} \leq 4) - P(\textrm{max} \leq 3)$$

$$=\frac{4}{6} \times \frac{4}{6} - \frac{3}{6} \times \frac{3}{6}$$

$$=\frac{7}{36}$$","[""7/36""]",False,False
8SLddsbEmUV2OeHgojSV,Basic Eigenvalues,basic-eigenvalues,https://www.quantguide.io/questions/basic-eigenvalues,pure math,easy,TransMarket Group | Goldman Sachs,Linear Algebra,tmg interview,published,3033637,1,3,2023-11-7 12:23:24 America/New_York,Gabe,False,True,"You have the following matrix

$$\left[ \begin{array}{cc} 
-5 & 2 \\ 
-7 & 4 
\end{array}\right]$$

There are $2$ eigenvalues, $a$ and $b$. What are the two eigenvalues? Give the answer in the format $a^2 + b^2$. ",What is the characteristic function? ,"We can obtain the characteristic function by finding the solutions $\lambda$ that solve $\det(A - \lambda I) = 0$

We have $A - \lambda I =\left[ \begin{array}{cc} 
-5 - \lambda & 2 \\ 
-7 & 4 - \lambda
\end{array}\right]$ 

$$\\$$

This gives the characteristic function $(-5-\lambda)(4-\lambda) + 14 = \lambda^2 + \lambda - 6 = 0$. We can factor this into $(\lambda + 3)(\lambda - 2) = 0$, giving $\lambda = -3$, $\lambda = 2$. Plugging the values in, we get $(-3)^2 + 2^2 = 13$.
","[""13""]",False,False
2OKOjFIqXt3HL9lItY8E,Digit Multiplier,digit-multiplier,https://www.quantguide.io/questions/digit-multiplier,probability,easy,,Combinatorics,IIT JEE,published,3035184,2,,,,,True,"Four numbers from $\{1,2,\dots, 9\}$ are selected with repetition allowed. Find the probability that the product of the four integers has a units digit of $1,3,7,$ or $9$.",What needs to be true for the product to end in those four digits?,"For the product to end in those four digits, we already know that none of the four integers can be even. Otherwise, the product would be even. We also know that none of the integers can be $5$, as then the product of the integers will end in a $5$ as well. Therefore, this is equivalent to just asking the probability that each of the digits we select is in the subset $\{1,3,7,9\}$. The probability of this for each digit is $\dfrac{4}{9}$, so the probability of interest is $\dfrac{4^4}{9^4} = \dfrac{256}{6561}$.","[""256/6561""]",False,False
YBVe9fbKm5SDwhOzwyCB,Parameter Picker,parameter-picker,https://www.quantguide.io/questions/parameter-picker,probability,medium,,Continuous Random Variables,,published,3039207,0,,,,,True,"Let $X \sim \text{Beta}(a,b)$ for some unknown parameters $a$ and $b$. Suppose we know that for some $c,d \in \mathbb{R}$, the support of $Y = cX + d$ is $[-0.02,0.04]$, $\mathbb{E}[Y] = \dfrac{1}{400}$, and Var$(Y) = \dfrac{3}{32000}$. What is $a-b$?","Use the new support to find $c$ and $d$. Afterwards, use properties of mean and variance to relate our expression back to $X$.","The easiest thing to first look at is the support. Note that our support of $Y$ is an interval of $0.06$ length, so this implies that $Y = 0.06X + b$, as the support of $X$ is normally an interval of length $1$. Then, note that it starts at $-0.02$, so $b = -0.02$, as this shifts the support to our desired interval of $[-0.02,0.04]$. In other words, we have that $Y = \dfrac{3X-1}{50}$. We have that $\mathbb{E}[Y] = \dfrac{3\mathbb{E}[X] - 1}{50} = \dfrac{1}{400}$, so $\mathbb{E}[X] = \dfrac{3}{8}$. Then, we have that Var$(Y) = \dfrac{9}{2500}\text{Var}(X) = \dfrac{3}{32000}$, so Var$(X) = \dfrac{5}{192}$. Plugging in the expressions for $\mathbb{E}[X]$ and Var$(X)$ in terms of $a$ and $b$, $\dfrac{a}{a+b} = \dfrac{3}{8}$ and $\dfrac{ab}{(a+b)^2(a+b+1)} = \dfrac{5}{192}$. Note that $\dfrac{ab}{(a+b)^2} = \left(\dfrac{a}{a+b}\right)\left(1 - \dfrac{a}{a+b}\right) = \mathbb{E}[X](1 - \mathbb{E}[X]) = \dfrac{3}{8} \cdot \dfrac{5}{8} = \dfrac{15}{64}$. Thus, $\dfrac{15}{64} \cdot \dfrac{1}{a+b+1} = \dfrac{5}{192}$. In other words, $a+b+1 = 9$, so $a+b = 8$. Therefore, $\dfrac{a}{a+b} = \dfrac{a}{8} = \dfrac{3}{8}$, so $a = 3$. Plugging back in, since $a+ b = 8$, $b = 8-a = 5$. Therefore, $a-b=3-5=-2$.","[""-2""]",True,False
VmNNPXqaaYVTkmXzDTCx,Triangle Walk,triangle-walk,https://www.quantguide.io/questions/triangle-walk,probability,medium,,Discrete Random Variables,,published,3070846,0,,,,,True,"Consider a triangular grid composed of equilateral triangles with length 1 unit. Suppose, during each turn, Joey randomly selects the next grid line independently and uniformly. Compute the probability that, after 5 turns, Joey had ventured beyond 1 unit from his starting point at least once?","It is easier to compute the probability that Joey never travels beyond 1 unit from his starting point. Let $N$ denote the total number of turns that Joey has taken without violating the condition. Note that Joey can only ever be at two states (let $x_0$ denote Joey's original starting point, and let $x_1$ denote any neighboring point that is exactly 1 unit away) without violating the condition. Let $X$ denote the state that Joey is in. Then, we have
\[\begin{aligned} 
\mathbb{P}(X = x_0, T = 0) &= 1 \\
\mathbb{P}(X = x_1, T = 0) &= 0 \\
\mathbb{P}(X = x_0, T = 1) &= 0 \\
\mathbb{P}(X = x_1, T = 1) &= 1
\end{aligned}\]","It is easier to compute the probability that Joey never travels beyond 1 unit from his starting point. Let $N$ denote the total number of turns that Joey has taken without violating the condition. Note that Joey can only ever be at two states (let $x_0$ denote Joey's original starting point, and let $x_1$ denote any neighboring point that is exactly 1 unit away) without violating the condition. Let $X$ denote the state that Joey is in. Then, we have\[\begin{aligned} \mathbb{P}(X = x_0, T = 0) &= 1 \\\mathbb{P}(X = x_1, T = 0) &= 0 \\\mathbb{P}(X = x_0, T = 1) &= 0 \\\mathbb{P}(X = x_1, T = 1) &= 1\end{aligned}\]We wish to compute $\mathbb{P}(X = x_0, T = 0) + \mathbb{P}(X = x_1, T = 0)$. Note the following recurrence relation:\[\begin{aligned}\mathbb{P}(X = x_0, T = t) &= \frac{1}{6} \mathbb{P}(X = x_1, T = t-1)  \\\mathbb{P}(X = x_1, T = t) &= \frac{1}{3} \mathbb{P}(X = x_1, T = t-1) + \mathbb{P}(X = x_0, T = t-1)\\\end{aligned}\]Following this recurrence relation, we find:\[\begin{aligned}& \mathbb{P}(X = x_0, T = 0) = 1 & \mathbb{P}(X = x_1, T = 0) = 0 \\& \mathbb{P}(X = x_0, T = 1) = 0 & \mathbb{P}(X = x_1, T = 1) = 1 \\& \mathbb{P}(X = x_0, T = 2) = \frac{1}{6} & \mathbb{P}(X = x_1, T = 2) = \frac{1}{3} \\& \mathbb{P}(X = x_0, T = 3) = \frac{1}{18} & \mathbb{P}(X = x_1, T = 3) = \frac{5}{18} \\& \mathbb{P}(X = x_0, T = 4) = \frac{5}{108} & \mathbb{P}(X = x_1, T = 4) = \frac{4}{27} \\& \mathbb{P}(X = x_0, T = 5) = \frac{2}{81} & \mathbb{P}(X = x_1, T = 5) = \frac{31}{324} \\\end{aligned}\]Finally,\[\begin{aligned} 1 - (\mathbb{P}(X = x_0, T = 5) + \mathbb{P}(X = x_1, T = 5)) &= 1 - \frac{13}{108} = \frac{95}{108}\end{aligned}\]","[""95/108""]",True,False
joCTDf6tiumaMq4zdk9A,Thorough Frog,thorough-frog,https://www.quantguide.io/questions/thorough-frog,probability,medium,,Stochastic Processes | Conditional Expectation,https://www.math.ucdavis.edu/~gravner/MAT135A/resources/chpr.pdf,published,3090878,3,1,2023-9-4 20:58:04 America/New_York,Gabe,False,True,"A frog has $100$ lily pads arranged in a circle. Each one has a distinct number $0,1,\dots, 99$ on it, arranged in increasing order counter-clockwise starting from $0$. The frog starts at lily pad $0$ and hops to the closest lily pad on the left or right of its current position with equal probability per hop. Find the probability that when the frog lands on lily pad $50$ for the first time, it has visited every other lily pad not labeled $50$.","For lily pad $50$ to be the truly last lily pad the frog hasn't visited, the frog must first get to lily pad $49$ or $51$. Each one is equally likely to be the first neighbor of $50$ that the frog hops to by the symmetry of the frog hopping.","For lily pad $50$ to be the truly last lily pad the frog hasn't visited, the frog must first get to lily pad $49$ or $51$. Each one is equally likely to be the first neighbor of $50$ that the frog hops to by the symmetry of the frog hopping. WLOG, say the frog hops to lily pad $49$ first. Now, we can treat $49$ as our new $0$, and we can consider a rightwards hop as $+1$ and a leftwards hop as $-1$. This is now asking the probability the frog (now a ""random walker"") hits $-98$ before hitting $1$. We only need to hit $-98$ since we just need to visit the other neighbor of $50$, which is $51$. This lily pad is $98$ hops in the other direction. Therefore, since this is a simple symmetric random walk, the probability this occurs is just $$\dfrac{1}{1+98} = \dfrac{1}{99}$$","[""1/99""]",False,False
mISHCuKSDFBlsI9FJAp3,Disc EV,disc-ev,https://www.quantguide.io/questions/disc-ev,probability,easy,,Continuous Random Variables | Expected Value,,published,3093227,2,1,2023-8-26 14:31:59 America/New_York,Gabe,False,True,"A point $(X,Y)$ is selected uniformly at random from the unit disc. Find $\mathbb{E}[XY]$.","Consider $(-X,Y)$. For any point $(x,y)$ in our circle, we know that $(-x,y)$ has the same probability density, as we are uniform over the circle. Note also that our circle is symmetric about reflections over the axes.","For any point $(x,y)$ in our circle, we know that $(-x,y)$ has the same probability density, as we are uniform over the circle. Note also that our circle is symmetric about reflections over the axes. The effect of operation $(x,y) \mapsto (-x,y)$ is a reflection of our unit disc across the $y-$axis. This means that the joint distribution of $(X,Y)$ is the same as the joint distribution of $(-X,Y)$. In particular, this means $\mathbb{E}[XY] = \mathbb{E}[(-X)Y] = -\mathbb{E}[XY]$. This means that $\mathbb{E}[XY] = 0$.","[""0""]",True,False
6Sy83p7J8sBGCciM0qSJ,Bond Practice IV,bond-practice-iv,https://www.quantguide.io/questions/bond-practice-iv,finance,easy,,Finance,https://spu.edu/ddowning/ECN3321/bondprac.pdf,published,3102824,2,8,2023-9-30 23:12:39 America/New_York,Gabe,False,True,"Calculate the price of a bond with these characteristics. The coupon rate is 0.06, coupon payments are made every six months (twice per year), and the par value of the bond is 1,000. There are \(8.0\) years to maturity and a market interest rate of \(0.03%\).","\[
\begin{gathered}
P=\left(\frac{\text{Par Value} \cdot \text{Coupon Rate/2}}{\text{Interest Rate / 2}}\right)\left(\frac{(1+\text{Interest Rate/2})^{\text{Years} \cdot 2}-1}{(1+\text{Interest Rate/2})^{\text{Years} \cdot 2}}\right)+\frac{\text{Par Value}}{(1+\text{Interest Rate/2})^{\text{Years} \cdot 2}} \\
\end{gathered}
\]","\(n=2 \times 8.0=16 ; r=\frac{0.03}{2}=0.01500\); \(C=\frac{0.06 \times 1,000}{2}=30\); \(P=\) price of bond:

\[
\begin{gathered}
P=\left(\frac{30}{0.01500}\right)\left(\frac{(1+0.01500)^{16}-1}{(1+0.01500)^{16}}\right)+\frac{1,000}{(1+0.01500)^{16}} \\
P=(2,000)\left(\frac{1.26899-1}{1.26899}\right)+\frac{1,000}{1.26899} \\
P=423.9379+788.0310 \\
P=1,211.97
\end{gathered}
\]","[""1211.97""]",True,False
